,index,Unicode_Character,character,structure,segment,pinyin,segment1,segment2,pinyin1,pinyin2,consonant,vowel,tone,consonant1,vowel1,tone1,consonant2,vowel2,tone2,segment1_sound,segment2_sound
185,235,U+05016,倖,0,亻幸,xing4,亻,幸,ren2,xing4,x,ing,4,r,en,2,x,ing,4,"[0, 0, 0]","[1, 1, 1]"
186,236,U+05017,倗,0,亻朋,peng2,亻,朋,ren2,peng2,p,eng,2,r,en,2,p,eng,2,"[0, 0, 1]","[1, 1, 1]"
187,237,U+0501A,倚,0,亻奇,yi3,亻,奇,ren2,qi2,y,i,3,r,en,2,q,i,2,"[0, 0, 0]","[0, 1, 0]"
188,238,U+0501C,倜,0,亻周,ti4,亻,周,ren2,zhou1,t,i,4,r,en,2,zh,ou,1,"[0, 0, 0]","[0, 0, 0]"
189,240,U+0501E,倞,0,亻京,jing4,亻,京,ren2,jing1,j,ing,4,r,en,2,j,ing,1,"[0, 0, 0]","[1, 1, 0]"
190,241,U+05020,倠,0,亻隹,sui1,亻,隹,ren2,zhui1,s,ui,1,r,en,2,zh,ui,1,"[0, 0, 0]","[0, 1, 1]"
191,242,U+05021,倡,0,亻昌,chang4,亻,昌,ren2,chang1,ch,ang,4,r,en,2,ch,ang,1,"[0, 0, 0]","[1, 1, 0]"
192,243,U+05022,倢,0,亻疌,jie2,亻,疌,ren2,nie4,j,ie,2,r,en,2,n,ie,4,"[0, 0, 1]","[0, 1, 0]"
193,244,U+05023,倣,0,亻放,fang3,亻,放,ren2,fang4,f,ang,3,r,en,2,f,ang,4,"[0, 0, 0]","[1, 1, 0]"
194,245,U+05024,値,0,亻直,zhi2,亻,直,ren2,zhi2,zh,i,2,r,en,2,zh,i,2,"[0, 0, 1]","[1, 1, 1]"
195,246,U+05025,倥,0,亻空,kong1,亻,空,ren2,kong1,k,ong,1,r,en,2,k,ong,1,"[0, 0, 0]","[1, 1, 1]"
196,247,U+05026,倦,0,亻卷,juan4,亻,卷,ren2,juan4,j,uan,4,r,en,2,j,uan,4,"[0, 0, 0]","[1, 1, 1]"
197,248,U+05028,倨,0,亻居,ju4,亻,居,ren2,ju1,j,u,4,r,en,2,j,u,1,"[0, 0, 0]","[1, 1, 0]"
198,249,U+05029,倩,0,亻靑,qian4,亻,靑,ren2,qing1,q,ian,4,r,en,2,q,ing,1,"[0, 0, 0]","[1, 0, 0]"
199,250,U+0502A,倪,0,亻兒,ni2,亻,兒,ren2,er2,n,i,2,r,en,2,00,er,2,"[0, 0, 1]","[0, 0, 1]"
200,251,U+0502B,倫,0,亻侖,lun2,亻,侖,ren2,lun2,l,un,2,r,en,2,l,un,2,"[0, 0, 1]","[1, 1, 1]"
201,252,U+0502C,倬,0,亻卓,zhuo1,亻,卓,ren2,zhuo1,zh,uo,1,r,en,2,zh,uo,1,"[0, 0, 0]","[1, 1, 1]"
202,253,U+0502D,倭,0,亻委,wei1,亻,委,ren2,wei3,w,ei,1,r,en,2,w,ei,3,"[0, 0, 0]","[1, 1, 0]"
203,254,U+05036,倶,0,亻具,ju4,亻,具,ren2,ju4,j,u,4,r,en,2,j,u,4,"[0, 0, 0]","[1, 1, 1]"
204,255,U+0503B,倻,0,亻耶,ye1,亻,耶,ren2,ye2,y,e,1,r,en,2,y,e,2,"[0, 0, 0]","[1, 1, 0]"
205,256,U+05041,偁,0,亻爯,cheng1,亻,爯,ren2,cheng1,ch,eng,1,r,en,2,ch,eng,1,"[0, 0, 0]","[1, 1, 1]"
206,257,U+05043,偃,0,亻匽,yan3,亻,匽,ren2,yan3,y,an,3,r,en,2,y,an,3,"[0, 0, 0]","[1, 1, 1]"
207,258,U+05044,偄,0,亻耎,nuan4,亻,耎,ren2,ruan3,n,uan,4,r,en,2,r,uan,3,"[0, 0, 0]","[0, 1, 0]"
208,259,U+05047,假,0,亻叚,jia3,亻,叚,ren2,jia3,j,ia,3,r,en,2,j,ia,3,"[0, 0, 0]","[1, 1, 1]"
209,260,U+05048,偈,0,亻曷,jie2,亻,曷,ren2,he2,j,ie,2,r,en,2,h,e,2,"[0, 0, 1]","[0, 0, 1]"
210,261,U+05049,偉,0,亻韋,wei3,亻,韋,ren2,wei2,w,ei,3,r,en,2,w,ei,2,"[0, 0, 0]","[1, 1, 0]"
211,262,U+0504F,偏,0,亻扁,pian1,亻,扁,ren2,bian3,p,ian,1,r,en,2,b,ian,3,"[0, 0, 0]","[0, 1, 0]"
212,263,U+05050,偐,0,亻產,yan4,亻,產,ren2,chan3,y,an,4,r,en,2,ch,an,3,"[0, 0, 0]","[0, 1, 0]"
213,264,U+05053,偓,0,亻屋,wo4,亻,屋,ren2,wu1,w,o,4,r,en,2,w,u,1,"[0, 0, 0]","[1, 0, 0]"
214,265,U+05055,偕,0,亻皆,xie2,亻,皆,ren2,jie1,x,ie,2,r,en,2,j,ie,1,"[0, 0, 1]","[0, 1, 0]"
215,266,U+05056,偖,0,亻者,che3,亻,者,ren2,zhe3,ch,e,3,r,en,2,zh,e,3,"[0, 0, 0]","[0, 1, 1]"
216,267,U+0505C,停,0,亻亭,ting2,亻,亭,ren2,ting2,t,ing,2,r,en,2,t,ing,2,"[0, 0, 1]","[1, 1, 1]"
217,268,U+05065,健,0,亻建,jian4,亻,建,ren2,jian4,j,ian,4,r,en,2,j,ian,4,"[0, 0, 0]","[1, 1, 1]"
218,269,U+0506B,偫,0,亻待,zhi4,亻,待,ren2,dai4,zh,i,4,r,en,2,d,ai,4,"[0, 0, 0]","[0, 0, 1]"
219,270,U+0506C,偬,0,亻怱,zong3,亻,怱,ren2,cong1,z,ong,3,r,en,2,c,ong,1,"[0, 0, 0]","[0, 1, 0]"
220,271,U+0506D,偭,0,亻面,mian3,亻,面,ren2,mian4,m,ian,3,r,en,2,m,ian,4,"[0, 0, 0]","[1, 1, 0]"
221,272,U+05070,偰,0,亻契,xie4,亻,契,ren2,qi4,x,ie,4,r,en,2,q,i,4,"[0, 0, 0]","[0, 0, 1]"
222,273,U+05072,偲,0,亻思,si1,亻,思,ren2,si1,s,i,1,r,en,2,s,i,1,"[0, 0, 0]","[1, 1, 1]"
223,274,U+05074,側,0,亻則,ce4,亻,則,ren2,ze2,c,e,4,r,en,2,z,e,2,"[0, 0, 0]","[0, 1, 0]"
224,275,U+05075,偵,0,亻貞,zhen1,亻,貞,ren2,zhen1,zh,en,1,r,en,2,zh,en,1,"[0, 1, 0]","[1, 1, 1]"
225,276,U+05076,偶,0,亻禺,ou3,亻,禺,ren2,yu2,00,ou,3,r,en,2,y,u,2,"[0, 0, 0]","[0, 0, 0]"
226,277,U+05078,偸,0,亻兪,tou1,亻,兪,ren2,yu2,t,ou,1,r,en,2,y,u,2,"[0, 0, 0]","[0, 0, 0]"
227,278,U+05080,傀,0,亻鬼,gui1,亻,鬼,ren2,gui3,g,ui,1,r,en,2,g,ui,3,"[0, 0, 0]","[1, 1, 0]"
228,279,U+05085,傅,0,亻尃,fu4,亻,尃,ren2,fu1,f,u,4,r,en,2,f,u,1,"[0, 0, 0]","[1, 1, 0]"
229,280,U+05086,傆,0,亻原,yuan4,亻,原,ren2,yuan2,y,uan,4,r,en,2,y,uan,2,"[0, 0, 0]","[1, 1, 0]"
230,281,U+0508D,傍,0,亻旁,bang4,亻,旁,ren2,pang2,b,ang,4,r,en,2,p,ang,2,"[0, 0, 0]","[0, 1, 0]"
231,282,U+05091,傑,0,亻桀,jie2,亻,桀,ren2,jie2,j,ie,2,r,en,2,j,ie,2,"[0, 0, 1]","[1, 1, 1]"
232,283,U+05093,傓,0,亻扇,shan4,亻,扇,ren2,shan4,sh,an,4,r,en,2,sh,an,4,"[0, 0, 0]","[1, 1, 1]"
233,284,U+05094,傔,0,亻兼,qian4,亻,兼,ren2,jian1,q,ian,4,r,en,2,j,ian,1,"[0, 0, 0]","[0, 1, 0]"
234,286,U+0509A,傚,0,亻效,xiao4,亻,效,ren2,xiao4,x,iao,4,r,en,2,x,iao,4,"[0, 0, 0]","[1, 1, 1]"
235,287,U+0509B,傛,0,亻容,yong3,亻,容,ren2,rong2,y,ong,3,r,en,2,r,ong,2,"[0, 0, 0]","[0, 1, 0]"
236,288,U+0509E,傞,0,亻差,suo1,亻,差,ren2,cha4,s,uo,1,r,en,2,ch,a,4,"[0, 0, 0]","[0, 0, 0]"
237,289,U+050AA,傪,0,亻參,can1,亻,參,ren2,can1,c,an,1,r,en,2,c,an,1,"[0, 0, 0]","[1, 1, 1]"
238,290,U+050AC,催,0,亻崔,cui1,亻,崔,ren2,cui1,c,ui,1,r,en,2,c,ui,1,"[0, 0, 0]","[1, 1, 1]"
239,291,U+050AD,傭,0,亻庸,yong1,亻,庸,ren2,yong1,y,ong,1,r,en,2,y,ong,1,"[0, 0, 0]","[1, 1, 1]"
240,292,U+050B2,傲,0,亻敖,ao4,亻,敖,ren2,ao2,00,ao,4,r,en,2,00,ao,2,"[0, 0, 0]","[1, 1, 0]"
241,293,U+050B3,傳,0,亻專,chuan2,亻,專,ren2,zhuan1,ch,uan,2,r,en,2,zh,uan,1,"[0, 0, 1]","[0, 1, 0]"
242,294,U+050B4,傴,0,亻區,yu3,亻,區,ren2,qu1,y,u,3,r,en,2,q,u,1,"[0, 0, 0]","[0, 1, 0]"
243,295,U+050B5,債,0,亻責,zhai4,亻,責,ren2,ze2,zh,ai,4,r,en,2,z,e,2,"[0, 0, 0]","[0, 0, 0]"
245,297,U+050BE,傾,0,亻頃,qing1,亻,頃,ren2,qing3,q,ing,1,r,en,2,q,ing,3,"[0, 0, 0]","[1, 1, 0]"
246,298,U+050BF,傿,0,亻焉,yan4,亻,焉,ren2,yan1,y,an,4,r,en,2,y,an,1,"[0, 0, 0]","[1, 1, 0]"
247,299,U+050C1,僁,0,亻悉,xi1,亻,悉,ren2,xi1,x,i,1,r,en,2,x,i,1,"[0, 0, 0]","[1, 1, 1]"
248,300,U+050C2,僂,0,亻婁,lv3,亻,婁,ren2,lou2,l,v,3,r,en,2,l,ou,2,"[0, 0, 0]","[1, 0, 0]"
250,302,U+050C5,僅,0,亻堇,jin3,亻,堇,ren2,jin3,j,in,3,r,en,2,j,in,3,"[0, 0, 0]","[1, 1, 1]"
251,303,U+050C7,僇,0,亻翏,lu4,亻,翏,ren2,liu4,l,u,4,r,en,2,l,iu,4,"[0, 0, 0]","[1, 0, 1]"
252,305,U+050CD,働,0,亻動,dong4,亻,動,ren2,dong4,d,ong,4,r,en,2,d,ong,4,"[0, 0, 0]","[1, 1, 1]"
253,306,U+050CF,像,0,亻象,xiang4,亻,象,ren2,xiang4,x,iang,4,r,en,2,x,iang,4,"[0, 0, 0]","[1, 1, 1]"
254,307,U+050D0,僐,0,亻善,shan4,亻,善,ren2,shan4,sh,an,4,r,en,2,sh,an,4,"[0, 0, 0]","[1, 1, 1]"
255,308,U+050D1,僑,0,亻喬,qiao2,亻,喬,ren2,qiao2,q,iao,2,r,en,2,q,iao,2,"[0, 0, 1]","[1, 1, 1]"
256,309,U+050D3,僓,0,亻貴,tui3,亻,貴,ren2,gui4,t,ui,3,r,en,2,g,ui,4,"[0, 0, 0]","[0, 1, 0]"
257,310,U+050D4,僔,0,亻尊,zun3,亻,尊,ren2,zun1,z,un,3,r,en,2,z,un,1,"[0, 0, 0]","[1, 1, 0]"
258,311,U+050D5,僕,0,亻菐,pu2,亻,菐,ren2,pu2,p,u,2,r,en,2,p,u,2,"[0, 0, 1]","[1, 1, 1]"
259,312,U+050D6,僖,0,亻喜,xi1,亻,喜,ren2,xi3,x,i,1,r,en,2,x,i,3,"[0, 0, 0]","[1, 1, 0]"
260,313,U+050DB,僛,0,亻欺,qi1,亻,欺,ren2,qi1,q,i,1,r,en,2,q,i,1,"[0, 0, 0]","[1, 1, 1]"
261,314,U+050DE,僞,0,亻爲,wei3,亻,爲,ren2,wei4,w,ei,3,r,en,2,w,ei,4,"[0, 0, 0]","[1, 1, 0]"
262,315,U+050DF,僟,0,亻幾,ji1,亻,幾,ren2,ji3,j,i,1,r,en,2,j,i,3,"[0, 0, 0]","[1, 1, 0]"
263,316,U+050E4,僤,0,亻單,dan4,亻,單,ren2,dan1,d,an,4,r,en,2,d,an,1,"[0, 0, 0]","[1, 1, 0]"
264,317,U+050E5,僥,0,亻堯,jiao3,亻,堯,ren2,yao2,j,iao,3,r,en,2,y,ao,2,"[0, 0, 0]","[0, 0, 0]"
265,318,U+050E6,僦,0,亻就,jiu4,亻,就,ren2,jiu4,j,iu,4,r,en,2,j,iu,4,"[0, 0, 0]","[1, 1, 1]"
266,319,U+050E7,僧,0,亻曾,seng1,亻,曾,ren2,ceng2,s,eng,1,r,en,2,c,eng,2,"[0, 0, 0]","[0, 1, 0]"
267,320,U+050E8,僨,0,亻賁,fen4,亻,賁,ren2,bi4,f,en,4,r,en,2,b,i,4,"[0, 1, 0]","[0, 0, 1]"
268,321,U+050E9,僩,0,亻閒,xian4,亻,閒,ren2,xian2,x,ian,4,r,en,2,x,ian,2,"[0, 0, 0]","[1, 1, 0]"
269,322,U+050ED,僭,0,亻朁,jian4,亻,朁,ren2,can3,j,ian,4,r,en,2,c,an,3,"[0, 0, 0]","[0, 0, 0]"
270,323,U+050EE,僮,0,亻童,tong2,亻,童,ren2,tong2,t,ong,2,r,en,2,t,ong,2,"[0, 0, 1]","[1, 1, 1]"
271,324,U+050EF,僯,0,亻粦,lin3,亻,粦,ren2,lin4,l,in,3,r,en,2,l,in,4,"[0, 0, 0]","[1, 1, 0]"
272,325,U+050F0,僰,1,棘人,bo2,棘,人,ji2,ren2,b,o,2,j,i,2,r,en,2,"[0, 0, 1]","[0, 0, 1]"
273,326,U+050F5,僵,0,亻畺,jiang1,亻,畺,ren2,jiang1,j,iang,1,r,en,2,j,iang,1,"[0, 0, 0]","[1, 1, 1]"
274,327,U+050F7,僷,0,亻葉,ye4,亻,葉,ren2,ye4,y,e,4,r,en,2,y,e,4,"[0, 0, 0]","[1, 1, 1]"
275,328,U+050F9,價,0,亻賈,jia4,亻,賈,ren2,jia3,j,ia,4,r,en,2,j,ia,3,"[0, 0, 0]","[1, 1, 0]"
276,329,U+050FB,僻,0,亻辟,pi4,亻,辟,ren2,pi4,p,i,4,r,en,2,p,i,4,"[0, 0, 0]","[1, 1, 1]"
277,330,U+050FE,僾,0,亻愛,ai4,亻,愛,ren2,ai4,00,ai,4,r,en,2,00,ai,4,"[0, 0, 0]","[1, 1, 1]"
278,331,U+05100,儀,0,亻義,yi2,亻,義,ren2,yi4,y,i,2,r,en,2,y,i,4,"[0, 0, 1]","[1, 1, 0]"
279,332,U+05101,儁,0,亻雋,jun4,亻,雋,ren2,jun4,j,un,4,r,en,2,j,un,4,"[0, 0, 0]","[1, 1, 1]"
280,333,U+05102,儂,0,亻農,nong2,亻,農,ren2,nong2,n,ong,2,r,en,2,n,ong,2,"[0, 0, 1]","[1, 1, 1]"
281,334,U+05103,儃,0,亻亶,chan2,亻,亶,ren2,dan3,ch,an,2,r,en,2,d,an,3,"[0, 0, 1]","[0, 1, 0]"
282,335,U+05104,億,0,亻意,yi4,亻,意,ren2,yi4,y,i,4,r,en,2,y,i,4,"[0, 0, 0]","[1, 1, 1]"
283,336,U+05106,儆,0,亻敬,jing3,亻,敬,ren2,jing4,j,ing,3,r,en,2,j,ing,4,"[0, 0, 0]","[1, 1, 0]"
284,337,U+05108,儈,0,亻會,kuai4,亻,會,ren2,hui4,k,uai,4,r,en,2,h,ui,4,"[0, 0, 0]","[0, 0, 1]"
285,338,U+05109,儉,0,亻僉,jian3,亻,僉,ren2,qian1,j,ian,3,r,en,2,q,ian,1,"[0, 0, 0]","[0, 1, 0]"
286,339,U+0510B,儋,0,亻詹,dan1,亻,詹,ren2,zhan1,d,an,1,r,en,2,zh,an,1,"[0, 0, 0]","[0, 1, 1]"
287,340,U+05110,儐,0,亻賓,bin4,亻,賓,ren2,bin1,b,in,4,r,en,2,b,in,1,"[0, 0, 0]","[1, 1, 0]"
288,341,U+05112,儒,0,亻需,ru2,亻,需,ren2,xu1,r,u,2,r,en,2,x,u,1,"[1, 0, 1]","[0, 1, 0]"
289,342,U+05115,儕,0,亻齊,chai2,亻,齊,ren2,qi2,ch,ai,2,r,en,2,q,i,2,"[0, 0, 1]","[0, 0, 1]"
290,343,U+05116,儖,0,亻監,lan2,亻,監,ren2,jian1,l,an,2,r,en,2,j,ian,1,"[0, 0, 1]","[0, 0, 0]"
291,344,U+05117,儗,0,亻疑,ni3,亻,疑,ren2,yi2,n,i,3,r,en,2,y,i,2,"[0, 0, 0]","[0, 1, 0]"
292,345,U+05118,儘,0,亻盡,jin3,亻,盡,ren2,jin4,j,in,3,r,en,2,j,in,4,"[0, 0, 0]","[1, 1, 0]"
293,346,U+0511A,儚,0,亻夢,meng2,亻,夢,ren2,meng4,m,eng,2,r,en,2,m,eng,4,"[0, 0, 1]","[1, 1, 0]"
294,347,U+0511F,償,0,亻賞,chang2,亻,賞,ren2,shang3,ch,ang,2,r,en,2,sh,ang,3,"[0, 0, 1]","[0, 1, 0]"
295,348,U+05120,儠,0,亻巤,lie4,亻,巤,ren2,lie1,l,ie,4,r,en,2,l,ie,1,"[0, 0, 0]","[1, 1, 0]"
296,349,U+05121,儡,0,亻畾,lei3,亻,畾,ren2,lei2,l,ei,3,r,en,2,l,ei,2,"[0, 0, 0]","[1, 1, 0]"
298,351,U+05126,儦,0,亻麃,biao1,亻,麃,ren2,biao1,b,iao,1,r,en,2,b,iao,1,"[0, 0, 0]","[1, 1, 1]"
299,352,U+0512A,優,0,亻憂,you1,亻,憂,ren2,you1,y,ou,1,r,en,2,y,ou,1,"[0, 0, 0]","[1, 1, 1]"
300,353,U+05132,儲,0,亻諸,chu3,亻,諸,ren2,zhu1,ch,u,3,r,en,2,zh,u,1,"[0, 0, 0]","[0, 1, 0]"
301,354,U+05133,儳,0,亻毚,chan4,亻,毚,ren2,chan2,ch,an,4,r,en,2,ch,an,2,"[0, 0, 0]","[1, 1, 0]"
302,355,U+05135,儵,8,攸黑,shu1,攸,黑,you1,hei1,sh,u,1,y,ou,1,h,ei,1,"[0, 0, 1]","[0, 0, 1]"
303,356,U+05137,儷,0,亻麗,li4,亻,麗,ren2,li4,l,i,4,r,en,2,l,i,4,"[0, 0, 0]","[1, 1, 1]"
304,357,U+05139,儹,0,亻贊,zan3,亻,贊,ren2,zan4,z,an,3,r,en,2,z,an,4,"[0, 0, 0]","[1, 1, 0]"
305,358,U+0513A,儺,0,亻難,nuo2,亻,難,ren2,nan2,n,uo,2,r,en,2,n,an,2,"[0, 0, 1]","[1, 0, 1]"
306,359,U+0513B,儻,0,亻黨,tang3,亻,黨,ren2,dang3,t,ang,3,r,en,2,d,ang,3,"[0, 0, 0]","[0, 1, 1]"
307,360,U+0513C,儼,0,亻嚴,yan3,亻,嚴,ren2,yan2,y,an,3,r,en,2,y,an,2,"[0, 0, 0]","[1, 1, 0]"
309,366,U+05144,兄,1,口儿,xiong1,口,儿,kou3,er2,x,iong,1,k,ou,3,00,er,2,"[0, 0, 0]","[0, 0, 0]"
310,367,U+05145,充,1,育儿,chong1,育,儿,yu4,er2,ch,ong,1,y,u,4,00,er,2,"[0, 0, 0]","[0, 0, 0]"
311,369,U+05147,兇,1,凶儿,xiong1,凶,儿,xiong1,er2,x,iong,1,x,iong,1,00,er,2,"[1, 1, 1]","[0, 0, 0]"
314,375,U+05153,兓,0,兂兂,xin1,兂,兂,zan1,zan1,x,in,1,z,an,1,z,an,1,"[0, 0, 1]","[0, 0, 1]"
315,377,U+05155,兕,1,凹儿,si4,凹,儿,ao1,er2,s,i,4,00,ao,1,00,er,2,"[0, 0, 0]","[0, 0, 0]"
316,379,U+0515F,兟,0,先先,shen1,先,先,xian1,xian1,sh,en,1,x,ian,1,x,ian,1,"[0, 0, 1]","[0, 0, 1]"
317,380,U+05162,兢,0,克克,jing1,克,克,ke4,ke4,j,ing,1,k,e,4,k,e,4,"[0, 0, 0]","[0, 0, 0]"
318,382,U+05166,兦,A,乚入,wang2,乚,入,yin3,ru4,w,ang,2,y,in,3,r,u,4,"[0, 0, 0]","[0, 0, 0]"
319,383,U+05167,內,B,冂入,nei4,冂,入,jiong1,ru4,n,ei,4,j,iong,1,r,u,4,"[0, 0, 0]","[0, 0, 1]"
322,387,U+0516C,公,1,八厶,gong1,八,厶,ba1,si1,g,ong,1,b,a,1,s,i,1,"[0, 0, 1]","[0, 0, 1]"
323,388,U+0516D,六,1,入八,liu4,入,八,ru4,ba1,l,iu,4,r,u,4,b,a,1,"[0, 0, 1]","[0, 0, 0]"
324,389,U+0516E,兮,1,八丂,xi1,八,丂,ba1,kao3,x,i,1,b,a,1,k,ao,3,"[0, 0, 1]","[0, 0, 0]"
325,390,U+05171,共,1,廿廾,gong4,廿,廾,nian4,gong3,g,ong,4,n,ian,4,g,ong,3,"[0, 0, 1]","[1, 1, 0]"
326,391,U+05178,典,1,册丌,dian3,册,丌,ce4,ji1,d,ian,3,c,e,4,j,i,1,"[0, 0, 0]","[0, 0, 0]"
327,392,U+0517C,兼,B,秝又,jian1,秝,又,li4,you4,j,ian,1,l,i,4,y,ou,4,"[0, 0, 0]","[0, 0, 0]"
328,393,U+05180,冀,1,北異,ji4,北,異,bei3,yi4,j,i,4,b,ei,3,y,i,4,"[0, 0, 0]","[0, 1, 1]"
329,398,U+0518B,冋,5,冂囗,jiong1,冂,囗,jiong1,wei2,j,iong,1,j,iong,1,w,ei,2,"[1, 1, 1]","[0, 0, 0]"
330,402,U+05191,冑,1,由冃,zhou4,由,冃,you2,冃,zh,ou,4,y,ou,2,00,,冃,"[0, 1, 0]","[0, 0, 0]"
331,403,U+05191,冑,1,由冃,zhou4,由,冃,you2,冃,zh,ou,4,y,ou,2,00,,冃,"[0, 1, 0]","[0, 0, 0]"
332,404,U+05192,冒,1,冃目,mao4,冃,目,冃,mu4,m,ao,4,00,,冃,m,u,4,"[0, 0, 0]","[1, 0, 1]"
333,406,U+05195,冕,1,冃免,mian3,冃,免,冃,mian3,m,ian,3,00,,冃,m,ian,3,"[0, 0, 0]","[1, 1, 1]"
334,408,U+05197,冗,1,冖儿,rong3,冖,儿,mi4,er2,r,ong,3,m,i,4,00,er,2,"[0, 0, 0]","[0, 0, 0]"
335,410,U+0519F,冟,1,冖皀,shi4,冖,皀,mi4,bi1,sh,i,4,m,i,4,b,i,1,"[0, 1, 1]","[0, 1, 0]"
337,412,U+051A4,冤,1,冖兔,yuan1,冖,兔,mi4,tu4,y,uan,1,m,i,4,t,u,4,"[0, 0, 0]","[0, 0, 0]"
338,414,U+051AA,冪,1,冖幕,mi4,冖,幕,mi4,mu4,m,i,4,m,i,4,m,u,4,"[1, 1, 1]","[1, 0, 1]"
340,416,U+051B0,冰,0,冫水,bing1,冫,水,bing1,shui3,b,ing,1,b,ing,1,sh,ui,3,"[1, 1, 1]","[0, 0, 0]"
341,417,U+051B1,冱,0,冫互,hu4,冫,互,bing1,hu4,h,u,4,b,ing,1,h,u,4,"[0, 0, 0]","[1, 1, 1]"
342,418,U+051B6,冶,0,冫台,ye3,冫,台,bing1,tai2,y,e,3,b,ing,1,t,ai,2,"[0, 0, 0]","[0, 0, 0]"
343,419,U+051B7,冷,0,冫令,leng3,冫,令,bing1,ling4,l,eng,3,b,ing,1,l,ing,4,"[0, 0, 0]","[1, 0, 0]"
344,420,U+051B9,冹,0,冫犮,fu2,冫,犮,bing1,ba2,f,u,2,b,ing,1,b,a,2,"[0, 0, 0]","[0, 0, 1]"
345,421,U+051C4,凄,0,冫妻,qi1,冫,妻,bing1,qi1,q,i,1,b,ing,1,q,i,1,"[0, 0, 1]","[1, 1, 1]"
346,422,U+051C5,凅,0,冫固,gu4,冫,固,bing1,gu4,g,u,4,b,ing,1,g,u,4,"[0, 0, 0]","[1, 1, 1]"
347,423,U+051CA,凊,0,冫靑,qing4,冫,靑,bing1,qing1,q,ing,4,b,ing,1,q,ing,1,"[0, 1, 0]","[1, 1, 0]"
348,424,U+051CB,凋,0,冫周,diao1,冫,周,bing1,zhou1,d,iao,1,b,ing,1,zh,ou,1,"[0, 0, 1]","[0, 0, 1]"
349,425,U+051CC,凌,0,冫夌,ling2,冫,夌,bing1,ling2,l,ing,2,b,ing,1,l,ing,2,"[0, 1, 0]","[1, 1, 1]"
350,426,U+051CD,凍,0,冫東,dong4,冫,東,bing1,dong1,d,ong,4,b,ing,1,d,ong,1,"[0, 0, 0]","[1, 1, 0]"
351,427,U+051D4,凔,0,冫倉,cang1,冫,倉,bing1,cang1,c,ang,1,b,ing,1,c,ang,1,"[0, 0, 1]","[1, 1, 1]"
352,428,U+051D8,凘,0,冫斯,si1,冫,斯,bing1,si1,s,i,1,b,ing,1,s,i,1,"[0, 0, 1]","[1, 1, 1]"
353,429,U+051DC,凜,0,冫稟,lin3,冫,稟,bing1,bing3,l,in,3,b,ing,1,b,ing,3,"[0, 0, 0]","[0, 0, 1]"
354,430,U+051DD,凝,0,冫疑,ning2,冫,疑,bing1,yi2,n,ing,2,b,ing,1,y,i,2,"[0, 1, 0]","[0, 0, 1]"
355,433,U+051E5,凥,8,尸几,ju1,尸,几,shi1,ji1,j,u,1,sh,i,1,j,i,1,"[0, 0, 1]","[1, 0, 1]"
356,434,U+051E6,処,A,夊几,chu3,夊,几,sui1,ji1,ch,u,3,s,ui,1,j,i,1,"[0, 0, 0]","[0, 0, 0]"
360,438,U+051ED,凭,1,任几,ping2,任,几,ren4,ji1,p,ing,2,r,en,4,j,i,1,"[0, 0, 0]","[0, 0, 0]"
363,441,U+051F1,凱,0,豈几,kai3,豈,几,qi3,ji1,k,ai,3,q,i,3,j,i,1,"[0, 0, 1]","[0, 0, 0]"
364,444,U+051F7,凷,6,凵土,kuai4,凵,土,qu1,tu3,k,uai,4,q,u,1,t,u,3,"[0, 0, 0]","[0, 0, 0]"
365,448,U+05203,刃,B,刀丶,ren4,刀,丶,dao1,zhu3,r,en,4,d,ao,1,zh,u,3,"[0, 0, 0]","[0, 0, 0]"
366,449,U+05205,刅,B,刃一,chuang1,刃,一,ren4,yi1,ch,uang,1,r,en,4,y,i,1,"[0, 0, 0]","[0, 0, 1]"
367,450,U+05206,分,1,八刀,fen1,八,刀,ba1,dao1,f,en,1,b,a,1,d,ao,1,"[0, 0, 1]","[0, 0, 1]"
368,451,U+05207,切,0,七刀,qie1,七,刀,qi1,dao1,q,ie,1,q,i,1,d,ao,1,"[1, 0, 1]","[0, 0, 1]"
369,452,U+05208,刈,0,乂刂,yi4,乂,刂,yi4,dao1,y,i,4,y,i,4,d,ao,1,"[1, 1, 1]","[0, 0, 0]"
370,453,U+0520A,刊,0,干刂,kan1,干,刂,gan1,dao1,k,an,1,g,an,1,d,ao,1,"[0, 1, 1]","[0, 0, 1]"
371,454,U+0520C,刌,0,寸刂,cun3,寸,刂,cun4,dao1,c,un,3,c,un,4,d,ao,1,"[1, 1, 0]","[0, 0, 0]"
372,455,U+0520E,刎,0,勿刂,wen3,勿,刂,wu4,dao1,w,en,3,w,u,4,d,ao,1,"[1, 0, 0]","[0, 0, 0]"
373,456,U+0520F,刏,0,气刂,ji1,气,刂,qi4,dao1,j,i,1,q,i,4,d,ao,1,"[0, 1, 0]","[0, 0, 1]"
374,457,U+05213,刓,0,元刂,wan2,元,刂,yuan2,dao1,w,an,2,y,uan,2,d,ao,1,"[0, 0, 1]","[0, 0, 0]"
375,458,U+05214,刔,0,夬刂,jue2,夬,刂,guai4,dao1,j,ue,2,g,uai,4,d,ao,1,"[0, 0, 0]","[0, 0, 0]"
377,460,U+05216,刖,0,月刂,yue4,月,刂,yue4,dao1,y,ue,4,y,ue,4,d,ao,1,"[1, 1, 1]","[0, 0, 0]"
